,id,name,lat,lng,cat
0,4e4bf6d2fa7671a85cf09608,justice jose abad santos general hospital,14.597364347018953,120.97198185986456,Hospital
1,4f8b7638e4b047d84bff23f4,american hospital,14.592835486874966,120.97325528443174,Hospital
2,4efe49e793adc824574c65d1,justice jose abad santos general hospital,14.597477312747746,120.97210965805127,Hospital
3,4d8bf9bd84f56ea895a94397,amosup seamen's hospital,14.587546946899721,120.97738980159278,Hospital
4,5b35d20210b3030024d3946c,amosup seamen's hospital - nuclear medicine,14.587415,120.977196,Medical Center
5,4c9715daf6c8ef3bb36886cf,manila doctors hospital,14.58247709027629,120.98244818061826,Hospital
6,4c1abb9455e4c9b6af454823,dr. jose fabella memorial hospital,14.606349985258458,120.98454547024983,Hospital
7,516d76b6e4b0a04d11678807,labor room - dr. jose fabella memorial hospital,14.6065074489283,120.98441439395053,Hospital
8,4d2478d3c5f2a1cdaf9853cf,mary johnston hospital,14.609052537789676,120.96648353834799,Hospital
9,50c04e0ce4b08182cf4765a8,manila doctors hospital- department of pediatrics,14.583624872327514,120.9851534728927,Doctor's Office
10,4f82eddee4b0b2237e755f8e,manila doctors hospital-department of radiology,14.581899842739228,120.98299284660126,Hospital
11,53b64e4b498ea4c1b1d5eaba,ust hospital clinical division - department of dermatology,14.607560123364111,120.98872718292488,Hospital Ward
12,546bb17f498e4d9e895c47b3,seamen's hospital nicu,14.589424482212186,120.97878999180591,Medical Center
13,561d0464498e22801ae8dcbf,seamen's hospital rehab med,14.587514,120.977327,Doctor's Office
14,4fc323c8e4b089f18ca5db2e,seamen's hospital icu,14.587512614388514,120.97735338603229,Hospital
15,5b0629414acb19002ccaa0e4,amosup seamen's hospital - operating room,14.587504,120.9773,Hospital
16,5677c1eb498eca1777041c81,seamen's hospital pediatrics ward,14.587415,120.97745,Hospital
17,5b35d1282b274a0039a61276,amosup seamen's hospital - nuclear medicine,14.587395,120.97722,Medical Center
18,51664b51e4b0b6accefe3848,seamen's hospital eswl room,14.587349,120.977277,Hospital
19,530f3328498e75827051660a,seamen's hospital dialysis unit,14.587341,120.977284,Medical Center
20,4e2900931f6e88a1546879d0,maritime clinic for international seafarers inc.,14.588947079405001,120.97819619925549,Medical Center
21,4d63058c49758cfafefb60f0,fil-chinese animal clinic,14.608356100254442,120.97898248692788,Doctor's Office
22,504af997e4b03dcfec8e743a,em & m dental clinic and laboratory,14.599139827227098,120.99040197315568,Dentist's Office
23,4f0392a1f9ab88b0c18f9888,sc medical clinic,14.581927351846076,120.98510305930178,Doctor's Office
24,536c6386498e84306fb0cab8,jolli dental clinic,14.578858375549316,120.98123168945312,Dentist's Office
25,4f990967e4b0fc88e769248a,dra. marita lim ke's clinic,14.597172270813239,120.9761683197732,Doctor's Office
26,4f1a19bce4b0889e03ea6c0e,dr. priscilla chang's clinic,14.597394667093685,120.9761683197732,Dentist's Office
27,5539c3c8498ea7f8df7a4284,bejar md dental clinic,14.594131,120.979322,Dentist's Office
28,50b97cc1e4b063c7485aeb60,msb dental clinic,14.592513,120.9771,Dentist's Office
29,4f952f31e4b07b02276805aa,intramuros dental & orthodontic clinic,14.592103202487168,120.9779609221582,Dentist's Office
30,56a80f98498e790e845050c9,lpu manila clinic,14.591845855453025,120.977854487131,Doctor's Office
31,5cd0fd490e3239002c111c5c,dra. caroline brito lim dentist clinic,14.599048,120.974209,Dentist's Office
32,4f1677d9e4b0380207aed4d7,dr. dorothy sy's clinic,14.599857377891128,120.97921572807236,Dentist's Office
33,50a4efb2e4b0d8159be1631d,richard liao dental clinic,14.599292627051604,120.98034024238585,Dentist's Office
34,4f30f409e4b0f5735f02d9f2,american outpatient clinic,14.592821820112295,120.9733617234919,Medical Center
35,508a2b4be4b0e9aaf8f315f9,copengco dental clinic,14.600661755611368,120.97740073675723,Dentist's Office
36,4f952dc9e4b0ab5f0b3556b4,intramuros dental & orthodontic clinic,14.590901224777022,120.9788180008167,Dentist's Office
37,4db4c69f0437fa536a337510,sua-lao clinic,14.600246707365075,120.9745101389953,Doctor's Office
38,507d20e4e4b0d8cafc3c0b57,venturina medical clinic,14.597511535846202,120.97188277240241,Doctor's Office
39,5ac89053c5b11c1701eef1cc,r.c. de la peña optical clinic,14.598603,120.982185,Optical Shop
40,5295385411d2ce1a0264e106,asiatic medical lab,14.597997,120.976326,Medical Lab
41,4eca13cf99115348dbf785f1,sim clinical lab,14.602694131975424,120.97653244427553,Medical Center
42,5930d3d960d11b4e68b98fdf,edvm patrick lab,14.598014,120.984238,Medical Lab
43,5223eabc498e1e85d2e9a522,health wise diagnostic lab.,14.597928803506212,120.9851534728927,Medical Lab
44,5263286d11d2e51933937134,health wise diagnostic lab,14.609094101072738,120.97973669278707,Medical Lab
45,4f63fd95e4b0cded5c11d60f,lab mcm,14.583458839335057,120.98529351053526,Medical Lab
46,51256f3be4b05c4d09317127,cardiac catheterization lab,14.583174087372944,120.98513666836472,Medical Lab
47,53192603498e100c1474f1cf,chrisel sci-lab center,14.61129093170166,120.98235321044922,Medical Lab
48,51e7a1ff498ea111583ccb44,clinical pathology lab - ust hospital,14.608573645700984,120.98789257982251,Medical Lab
49,4fb431f5e4b0699ebf7796a7,new world laboratory,14.597742432614002,120.97655485190151,Medical Lab
50,4e239af2ae6015b212bc3c06,sky-med health & laboratory center,14.59680607300731,120.97390512144996,Medical Center
51,4d12be4f80f6721e6c211aeb,sky med diagnostic laboratory,14.596833418512226,120.97370905030228,Medical Center
52,4e7a9dcc14959982f7c2f136,"asiatic medical laboratories, inc.",14.6016857966951,120.97639239651929,Doctor's Office
53,4f712b1de4b037626f21424a,"intercon diagnostic laboratory, inc.",14.600647724751237,120.97348985242155,Medical Lab
54,4e6d50aa62e1ce6486ed39f6,qualicare diagnostic laboratory and clinics,14.599382596678801,120.97159595954771,Doctor's Office
55,59f023bec4df1d1fd486654d,"sim clinical laboratory, inc.",14.602406,120.976274,Research Laboratory
56,5718b932498ef02b1049a2ca,s. p. tadeo dental laboratory,14.60006337175983,120.98386511899315,Dentist's Office
57,4f01725ad3e364d5fdd7ec7e,lapid dental clinic & laboratory,14.58985089720483,120.98388752526488,Dentist's Office
