,id,name,lat,lng,cat
0,4e4bf6d2fa7671a85cf09608,justice jose abad santos general hospital,14.597364347018953,120.97198185986456,Hospital
1,4f8b7638e4b047d84bff23f4,american hospital,14.592835486874966,120.97325528443174,Hospital
2,4efe49e793adc824574c65d1,justice jose abad santos general hospital,14.597477312747746,120.97210965805127,Hospital
3,4d8bf9bd84f56ea895a94397,amosup seamen's hospital,14.587546946899721,120.97738980159278,Hospital
4,4c9715daf6c8ef3bb36886cf,manila doctors hospital,14.58247709027629,120.98244818061826,Hospital
5,4c1abb9455e4c9b6af454823,dr. jose fabella memorial hospital,14.606349985258458,120.98454547024983,Hospital
6,516d76b6e4b0a04d11678807,labor room - dr. jose fabella memorial hospital,14.6065074489283,120.98441439395053,Hospital
7,4d2478d3c5f2a1cdaf9853cf,mary johnston hospital,14.609052537789676,120.96648353834799,Hospital
8,50c04e0ce4b08182cf4765a8,manila doctors hospital- department of pediatrics,14.583624872327514,120.9851534728927,Doctor's Office
9,4f82eddee4b0b2237e755f8e,manila doctors hospital-department of radiology,14.581899842739228,120.98299284660126,Hospital
10,53b64e4b498ea4c1b1d5eaba,ust hospital clinical division - department of dermatology,14.607560123364111,120.98872718292488,Hospital Ward
11,4fc323c8e4b089f18ca5db2e,seamen's hospital icu,14.587512614388514,120.97735338603229,Hospital
12,5b0629414acb19002ccaa0e4,amosup seamen's hospital - operating room,14.587504,120.9773,Hospital
13,5677c1eb498eca1777041c81,seamen's hospital pediatrics ward,14.587415,120.97745,Hospital
14,51664b51e4b0b6accefe3848,seamen's hospital eswl room,14.587349,120.977277,Hospital
15,50de498ae4b03fabe1443900,amosup seamen's hospital outpatient clinic,14.587315559387207,120.97721099853516,Hospital Ward
16,5561fa01498eb766398740cd,seamen's hospital male quarters,14.586572,120.97761,Hospital
17,52dbf76f498e6bdc5e57f310,seamens hospital fmsw,14.587681,120.98347,Hospital
18,5377babf498e6ee765eddca1,dr. jose fabella memorial hospital- ward 4,14.604940659021972,120.98403876749074,Hospital
19,569ec4ad498edc2484ba76a5,dr.jose fabella memorial hospital-som pilot area,14.606146,120.98416,Hospital
20,530ae60d11d2552107e4ddc9,the medical city-lucky chinatown clinic,14.603264265485791,120.9737930808329,Hospital
22,4dd06ab0e4cd130e1698273c,st. lukes medical center (extension clinic),14.579337028722314,120.98178269506724,Hospital
23,5379a00211d22e39cc290ead,djfmh - family planning clinic,14.60670280456543,120.98497772216797,Hospital
24,4cc124ddf4448cfaa4f85498,st. luke's medical center ext clinic,14.582821048968889,120.9831145064981,Hospital
25,5111f323e4b040523213556c,ob clinic opd (pnpgh),14.605024322863471,120.98891762846512,Hospital
26,5cf64a1600b068002d3788bd,dr. tangco’s clinic room 223 mdh,14.581977,120.982937,Hospital
27,52aa5dd211d2687e801b3330,arc angel animal bite clinic quiricada st. sta cruz,14.612637519836426,120.97974395751953,Hospital
30,4e8945425c5cf273ffcf8189,"diagnostic area -eye referral center, 3rd floor",14.580343,120.978126,Hospital
31,4e896e8bf790bfffec3b5485,"refraction - eye referral center, 2nd floor",14.580343,120.978126,Hospital
32,4d8bd5b85ca68cfa327d139d,eye referral center,14.58028976358909,120.97813142806704,Hospital
33,58c8886c7220e63ac006fb27,heart station,14.601772658108768,120.96480055054236,Hospital Ward
34,50bdc259e4b0dabe7ffbfc2b,ust heart station,14.610293463979213,120.98669387806545,Hospital
36,4cf63a07e308236a88d6e4ac,dr. jesus c. delgado memorial hospital,14.627869972184978,121.03483068442736,Hospital
37,4c01baf9b58376b006ae443c,national children's hospital,14.620788508921432,121.02142555151038,Hospital
38,4f51828fe4b0776d63a2de97,c.t scan dept. - chinese general hospital,14.6335495,121.0356604,Hospital
39,4fa876f8e4b01128c13b9973,providence hospital,14.641055,121.031737,Hospital
40,4c0213083f0a9c74b46ca0ec,our lady of lourdes hospital,14.630313555357082,121.03563494584083,Hospital
41,4f98ea97e4b05c77b81a6c60,special care unit/ nursery dr jesus delgado hospital,14.62783760321703,121.03480492748008,Hospital
42,4fac0395e4b0a765951b1f4c,icu- laguna doctors hospital,14.627816200256348,121.0370101928711,Hospital
43,4ec9ea44f79041351f9629b1,providence hospital jobsite,14.63751240070718,121.04179947563492,Hospital
44,5008d831e4b0375edd49666f,"acute stroke unit, ust hospital",14.631701225562962,121.02189939737683,Hospital
45,50cae7bae4b05e3eea45213e,rm. 206 st. lukes medical hospital,14.622887,121.022708,Hospital
46,560b4686498ea6af02b217fb,slmc hospital operations group office,14.622496,121.023001,Hospital
47,553f972c498e87fd1de40ca1,mir dept. st. lukes hospital,14.622788,121.022656,Hospital
48,553e3337498ee3ac133dce76,room 274 st. lukes hospital,14.622651,121.022654,Hospital
49,51dcc012498ef2776101455e,philippine children's hospital,14.648670753144904,121.03493504742278,Hospital
50,50706f2ce4b09a19d76ae438,national children's hospital - pharmacy,14.621586799621582,121.02131652832031,Hospital
51,50721c37e4b07e6d89160fb4,national children's hospital - hema ward,14.624403110824105,121.01885306321724,Hospital
52,4fafc9abe4b05b8b565c5511,national children's hospital - neonatology ward,14.621216709399523,121.02105942320242,Hospital
53,5a3134135d891b70fd953ad6,afp medical center - hospital lobby,14.634188,121.0508,Hospital
54,4f7b8b4ee4b01081e4116637,national children's hospital - radiology section,14.620756838801343,121.02150741015572,Hospital
55,56624aac498e87cb7326f9be,pediatric icu national children's hospital,14.620515215427389,121.02156900823184,Hospital
56,4ee81dbfe5fadaeb5d701a3a,humana clinic,14.63308943722153,121.0442125708304,Hospital
57,4dad05d1fa8ca548ba1a440d,clinic of the holy spirit cubao,14.623041203260863,121.04246123672421,Hospital
58,5114cfa5e4b0f7dc45b1c8c5,dra margaret lim clinic,14.621223,121.022039,Hospital
59,4ffa6b85e4b04619c8ba9d26,"fracture clinic, 3b",14.63234,121.05033,Hospital
60,5202ff81498e999ba36aaf03,nch - sub-specialty clinic,14.620656967163086,121.02099609375,Hospital
61,4d4f6112e0275481375096b6,pre-flight evaluation clinic -mab bldg. phc,14.643967,121.047795,Hospital
62,4e0a5511aeb7a6da8284df6b,minute healthcare,14.637857602535702,121.03645087608048,Hospital
